SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,FeOt_Cpx,MgO_Cpx,MnO_Cpx,CaO_Cpx,Na2O_Cpx,Cr2O3_Cpx,Total_Cpx,P_kbar
51.39,0.83,9.38,7.57,19.55,0.004317996739,9.49,1.64,0.15,100.004318,20
54.2,0.17,1.36,3.8,18.1,0.1,21.73,0.28,0.81,100.55,4.85
54.4,0.15,1.42,4.1,18.6,0.11,20.58,0.26,0.72,100.34,4.85
52.4,0.3,3.04,4.6,16.8,0.11,22.23,0.27,0.77,100.52,4.85
53.5,0.26,1.84,4.6,18.5,0.12,20.38,0.25,0.55,100,8
53.7,0.24,1.82,4.6,17.7,0.11,21.4,0.27,0.67,100.51,4.76
52.9,0.26,2.15,4.7,17.6,0.11,20.96,0.31,0.44,99.43,5
54.2,0.27,2.11,4.9,18,0.13,20.25,0.23,0.55,100.64,4.76
52.2,0.34,3.39,5.4,16.8,0.14,21.07,0.29,0.5,100.13,4.76
53.8,0.32,2.47,5.5,17.4,0.13,20.04,0.26,0.56,100.48,4.9
54,0.29,1.77,5.5,17.9,0.13,20.13,0.29,0.51,100.52,4.9
53.7,0.29,2.22,5.6,17.9,0.15,20.2,0.25,0.15,100.46,8
52.6,0.43,3.14,5.9,17.3,0.15,19.91,0.37,0.36,100.16,4.76
53.3,0.26,2.1,6,18.3,0.14,19.67,0.24,0.36,100.37,8
51.2,0.42,4.03,6.2,16.3,0.18,20.86,0.4,0.24,99.83,5
52.6,0.33,3.48,6.3,16.7,0.16,20.64,0.33,0.3,100.84,5
52.7,0.33,2.76,6.5,16.8,0.16,20.45,0.3,0.16,100.16,4.89
51.2,0.48,3.64,6.6,17.2,0.12,20.09,0.44,0.33,100.1,4.9
52.7,0.55,2.3,6.7,16.7,0.17,20.59,0.27,0.21,100.19,2.08
51.67,0.12,5.13,3.35,18.77,0.1,19.34,0.21,1.29,99.98,10
51.73,0.18,5.56,3.64,18.94,0.11,18.21,0.3,1.32,99.99,10
51.18,0.24,7.3,3.65,18.91,0.13,17.65,0.3,0.65,100.01,10
51.56,0.21,6.9,3.78,19.64,0.14,16.58,0.28,0.93,100.02,10
51.18,0.25,6.89,3.94,18.42,0.12,18.09,0.32,0.78,99.99,10
51.9,0.09,5.28,3.94,20.61,0.11,16.54,0.1,1.43,100,10
51.49,0.17,5.94,3.97,20.46,0.14,16.44,0.25,1.13,99.99,10
51.75,0.17,6.01,4.04,20.49,0.12,16.13,0.26,1.03,100,10
51.62,0.09,5.89,4.06,21.13,0.12,15.67,0.11,1.3,99.99,10
50.96,0.07,6.61,4.17,20.61,0.14,16.15,0.12,1.16,99.99,10
50.95,0.86,4.81,6.83,14.73,0.19,20.63,0.32,0.21,99.53,20
51.07,0.58,6.37,7.21,15.01,0.23,18.66,0.65,0.41,100.19,20
48.87,0.69,6.68,9.42,15.46,0.24,17.94,0.62,0.13,100.05,10
51.1,0.8,4.81,11.9,19,0.18,10.2,0.5,0.52,99.01,30
51.1,0.74,4.8,11.9,19.3,0.17,9.98,0.46,0.54,98.99,30
51.6,0.58,4.13,14.1,21.6,0.22,5.95,0.29,0.56,99.03,30
52,0.73,4.09,14.8,20.9,0.26,6.74,0.34,0.53,100.39,30
52.5,0.4,8.95,5.38,19.1,0.11,9.31,2.44,0.63,98.82,28
53.3,0.33,9.1,5.53,22.9,0.1,6.61,1.93,0.57,100.37,28
53.8,0.33,8.27,5.55,22.5,0.11,6.94,2.04,0.54,100.08,28
54.7,0.32,8.06,5.61,23.7,0.1,6.63,1.85,0.51,101.48,28
52.4,0.31,8.4,5.79,23.1,0.08,6.47,1.58,0.8,98.93,24
51.8,0.28,8.06,6.32,24,0.07,5.66,1.17,0.75,98.11,28
53.8,0.16,5.86,6.65,29.8,0.09,1.94,0.43,0.62,99.35,28
53.6,0.26,7.06,6.69,24,0.16,5.1,1.69,0.75,99.31,28
52.8,0.36,7.93,6.77,23.1,0.1,6.68,1.29,0.55,99.58,28
54,0.29,6.88,7.44,24.4,0.16,5.35,1.22,0.61,100.35,28
53.5,0.51,8.2,7.98,19.1,0.17,8.77,2.15,0.56,100.94,28
52.2,0.93,2.06,2.86,18.7,0.000851025504,19.4,0.00722113451,1.35,97.50807216,0
50.5,1.2,3.1,3.3,19.6,0.002656814614,17.8,0.00865294598,1.4,96.91130976,0
51.8,1.37,3.59,5.66,18.8,0.008128510229,17.5,0.007469416942,0.88,99.61559793,0
56.4,0.33,0.33,7.97,29.4,0.006475979202,5.14,0.006682183271,0.37,99.95315816,0
55.4,0.46,0.79,9.94,29.1,0.00293984151,3.53,0.003741690343,0.44,99.66668153,0
56.4,0.31,0.4,10.2,29.8,0.001132424444,2.36,0.003607490208,0.33,99.80473991,0
56.2,0.41,0.56,10.8,30.2,0.00198562556,1.35,0.007325364217,0.31,99.83931099,0
50.2,1.1,2,11.7,14.1,0.0009733744161,19.2,0.004378744465,0.7,99.00535212,0
50.3,1,2.2,11.9,14.7,0.00928118843,17.7,0.004719466181,1.2,99.01400065,0
53.6,0.68,1.24,12.6,26.3,0.001736951065,4.01,0.002802682127,0.47,98.90453963,0
52.6,0.5,0.9,16.7,23.1,0.006692018773,4.2,0.003950360266,0.4,98.41064238,0
52.6,0.46,0.93,17.4,22.6,0.00514949097,4.14,0.005720522626,0.63,98.77087001,0
51.9,0.6,1.2,18.1,23.5,0.00966015683,2.4,0.003441382786,0.7,98.41310154,0
53.7,0.32,0.49,18.5,21.8,0.002046663924,5.43,0.002617557358,0.34,100.5846642,0
52.4,0.67,1.41,19.2,23.3,0.000874014976,1.57,0.001864490021,0.61,99.1627385,0
48.2,0.8,1.1,19.4,9.9,0.00648617909,16.3,0.004926981926,0.5,96.21141316,0
53.5,0.37,0.55,20.2,22.2,0.002087613077,3.43,0.003798053991,0.42,100.6758857,0
51.8,0.46,0.97,20.3,22.5,0.002908818111,2.59,0.002208752696,0.47,99.09511757,0
52.7,0.49,0.99,21,22.4,0.008502686531,2.23,0.0006621444929,0.57,100.3891648,0
52,0.52,1.19,21.4,22,0.002521643673,1.63,0.003276141074,0.47,99.21579778,0
53,0.52,0.86,21.4,21.7,0.006136102792,2.33,0.009950455654,0.47,100.2960866,0
48.1,1,0.8,27.9,5.7,0.0004469374853,16.3,0.001074001655,0.6,100.4015209,0
48.6,0.74,1.19,28.7,12,0.004423142176,6.57,0.005893953755,0.5,98.3103171,0
46.1,1.2,1.2,29.4,3.5,0.006919177938,16.4,0.003219210575,0.3,98.11013839,0
48.8,0.6,0.5,30,13.2,0.006019361298,3.6,0.006566843193,0.6,97.3125862,0
48.9,0.83,1.14,30.4,12.8,0.00988603267,4.17,0.000566504795,0.5,98.75045254,0
48.1,0.7,1.1,34.2,12.4,0.004045737514,1.6,0.000489240855,0.3,98.40453498,0
53.66,0.13,0.85,7.76,17.85,0.31,18.79,0.2,0.75,100.3,0
52.48,0.1,0.53,10.42,15.97,0.47,19.09,0.17,0.56,99.79,0
54.55,0.07,0.39,11.94,27.56,0.47,3.98,0.03,0.43,99.42,0
55.2,0.09,0.5,13.86,27.57,0.51,2.15,0.03,0.4,100.31,0
54.04,0.17,0.92,14.66,25.66,0.53,3.09,0.03,0.41,99.51,0
54.53,0.28,2.13,2.46,22.1,0.09,16.74,0.34,1.28,99.95,10
56.04,0.22,1.79,2.47,23.98,0.14,15.36,0.28,1.22,101.5,10
55.74,0.24,1.71,2.61,24.12,0.09,14.86,0.24,1.14,100.75,10
56.43,0.18,1.54,2.74,24.45,0.14,14.35,0.28,1.01,101.12,10
53.76,0.55,2.67,2.76,18.93,0.13,20.29,0.27,0.6,99.96,10
54.01,0.48,2.36,2.77,19.19,0.12,20.24,0.25,0.59,100.01,10
53.32,0.64,3.35,2.81,18.75,0.11,20.58,0.28,0.76,100.6,10
55.18,0.2,1.54,2.83,23.95,0.1,14.62,0.24,1.04,99.7,10
56.49,0.16,1.07,2.9,26.42,0.1,11.93,0.19,0.84,100.1,10
51.29,0.94,4.33,3.06,17.67,0.11,20.11,0.33,0.99,98.83,10
51.89,0.8,4.04,3.09,17.97,0.09,19.89,0.31,0.85,98.93,10
53.3,0.57,2.73,3.28,19.13,0.1,19.4,0.3,0.51,99.32,10
53.28,0.57,2.37,3.31,19.28,0.08,19.19,0.35,0.58,99.01,10
52.28,0.71,3.87,3.9,19.31,0.15,18.08,0.29,0.96,99.55,10
52.6,0.49,3.14,4.17,19.06,0.09,18.21,0.42,0.6,98.78,10
51.25,0.83,4.58,4.25,17.34,0.14,19.13,0.47,1.04,99.03,10
51.35,0.77,4.86,4.59,17.47,0.14,18.42,0.43,0.91,98.94,10
52.84,0.48,2.94,4.72,19.67,0.13,17.3,0.32,0.63,99.03,10
47.5,0.9,10.6,9,18.2,0.001095699469,12.2,0.7,0.3,99.4010957,20
47.7,2.42,7.98,6.38,13.8,0.12,19.8,0.7,0.00728185204,98.90728185,8
47,2.69,8.77,7.27,13.5,0.16,19.3,0.7,0.005736554209,99.39573655,8
45,4.12,7.81,7.35,13,0.11,21,0.36,0.002759118004,98.75275912,0
47.1,3.01,8.64,7.69,12.7,0.15,18.7,0.74,0.005674407103,98.73567441,8
48.9,2.96,5.39,8.11,13.8,0.009652364588,21.9,0.59,0.008677704484,101.6683301,0
49.1,1.8,3.94,8.13,13.9,0.00438682623,21,0.39,0.00898037632,98.2733672,0
46.8,3.54,6.35,8.52,13.3,0.03,20.6,0.4,0.005848114198,99.54584811,0
44.5,3.66,9.34,8.65,11.5,0.15,20.1,0.55,0.005016099792,98.4550161,0
47.9,2.82,7.46,9.14,11.6,0.18,19.5,1.02,0.008010342861,99.62801034,8
43.4,4.61,9.55,9.3,12.1,0.02,20.1,0.51,0.009043243939,99.59904324,0
48.59,0.97,4.52,10.15,9.97,2.98,19.25,1.54,0.008682802543,97.9786828,3
49.4,0.73,2.31,10.47,11.27,1.41,21.22,0.56,0.009554030862,97.37955403,2
49.72,0.59,2.66,10.48,10.96,1.32,21.37,0.89,0.005383340892,97.99538334,4
50.33,0.66,1.7,10.58,11.44,1.36,21.52,0.44,0.003743886178,98.03374389,2
48.55,1.1,2.76,10.88,9.92,2.55,20.85,1.19,0.003804304984,97.8038043,2.4
49.08,0.66,4.34,11.41,9.3,2.64,19.88,1.47,0.007954020069,98.78795402,3
47.86,0.77,3.77,15.94,6.09,2.22,20.07,1.02,0.003683673652,97.74368367,3.5
43.97,2.17,5.87,16.45,5.91,2.03,21.27,0.95,0.003203993132,98.62320399,4
51.11,0.43,3,11.67,13.63,0.74,18.99,0.35,0.006631032202,99.92663103,2.1
51.03,0.38,2.56,11.87,13.73,0.63,18.98,0.25,0.007911501456,99.4379115,2
51.2,0.41,2.49,13.67,13.37,0.87,17.25,0.44,0.004758587362,99.70475859,2.1
52.41,0.36,2.15,14,15.84,0.68,14.05,0.17,0.009424069801,99.66942407,2.2
51.15,0.42,2.59,7.53,14.35,0.21,21.57,0.43,0.001604471781,98.25160447,2
51.52,0.43,2.76,7.56,14.61,0.26,22.34,0.45,0.002341957541,99.93234196,2
49.83,0.39,2.86,8.39,13.77,0.32,21.81,0.42,0.007094390046,97.79709439,2
51.71,0.27,1.96,8.94,14.81,0.35,20.55,0.44,0.004425472581,99.03442547,2
51.52,0.51,2.83,9.14,13.61,0.27,20.58,0.33,0.006628488338,98.79662849,2
46.24,1.24,6.32,9.53,9.99,0.36,23.26,0.38,0.003561800364,97.3235618,2
46.25,1.39,7.16,9.72,9.87,0.4,22.89,0.5,0.004845217315,98.18484522,2
49.84,0.42,4.25,10.16,12.64,0.27,21.27,0.47,0.009455867456,99.32945587,2
46.9,1.19,5.83,10.72,9.71,0.49,22.34,0.47,0.006857462724,97.65685746,2
49.05,0.66,4.52,11.11,11.76,0.31,20.62,0.45,0.006438381576,98.48643838,2
44.31,1.56,8.97,11.19,7.68,0.4,21.91,0.57,0.00219889837,96.5921989,2
47.57,1.04,6.63,11.37,9.08,0.28,23.02,0.5,0.008364763627,99.49836476,2
48.69,0.55,4.47,11.51,11.44,0.34,20.38,0.47,0.003999825345,97.85399983,2
44.18,1.54,7.74,12,8.79,0.41,22.47,0.47,0.008727207191,97.60872721,2
43.74,2.16,8.36,12.44,7.5,0.45,22.57,0.49,0.002621599336,97.7126216,2
44.82,1.73,8.55,12.54,8.33,0.46,23.04,0.56,0.007535307319,100.0375353,2
43.57,1.78,8.11,12.55,7.83,0.51,22.53,0.54,0.002303248337,97.42230325,2
43.86,1.54,9.27,13.15,7.16,0.51,22.6,0.59,0.002551235201,98.68255124,2
41.7,1.64,9.73,14.28,6.19,0.52,22.08,0.45,0.00426058288,96.59426058,2
41.96,2.29,8.72,16.63,4.84,0.73,21.68,0.82,0.008335714188,97.67833571,2
53,0.21,1.01,12.3,17.4,0.53,14.7,0.12,0.006233729521,99.27623373,0
55.4,0.1,0.25,13.6,26.8,0.56,2.54,0.0007110120003,0.00632028969,99.2570313,0
54.6,0.14,0.41,15,23.3,0.65,5.5,0.006416529723,0.001948808154,99.60836534,0
54.4,0.22,0.83,17.4,21.8,0.69,5.6,0.004212808656,0.001086000469,100.9452988,0
53.1,0.22,1.03,18.9,19.7,0.72,6.8,0.0073343242,0.007330559092,100.4846649,0
51.7,0.39,1.62,23.9,16.2,0.77,6.4,0.1,0.001714930042,101.0817149,0
49.57,0.34,9.44,3.42,18.21,0.002090007271,16.57,0.85,0.83,99.23209001,15
52.1,0.22,1.45,11.598838,17.18,0.51,15.38,0.17,0.003596602916,98.6124346,0.001
51.67,0.32,1.67,11.882846,14.91,0.45,17.89,0.2,0.001597828998,98.99444383,0.001
52.08,0.24,1.63,11.802886,15.85,0.49,16.8,0.2,0.009264565046,99.10215057,0.001
51.95,0.24,1.56,12.0999,14.67,0.48,18.07,0.19,0.006755516411,99.26665552,0.001
50.77,0.25,1.65,13.065712,14.91,0.47,16.6,0.18,0.001744000247,97.897456,0.001
52.3,0.24,1.53,11.89,14.99,0.47,17.84,0.17,0.00826936425,99.43826936,0.001
52.03,0.2,1.34,12.405892,15.4,0.49,17,0.16,0.001681518346,99.02757352,0.001
52.77,0.25,1.49,12.345932,17.19,0.54,15.02,0.18,0.008034406317,99.79396641,0.001
51.44,0.25,1.87,12.232966,14.83,0.55,16.97,0.2,0.008983133706,98.35194913,0.001
51.37,0.32,2.22,12.408938,14.95,0.52,16.91,0.16,0.004406897201,98.8633449,0.001
50.83,0.29,1.71,12.96483,14.16,0.44,17.38,0.19,0.001485653749,97.96631565,0.001
52.3,0.25,1.63,12.33,14.54,0.52,17.7,0.21,0.004746337907,99.48474634,0.001
51.47,0.28,1.82,13.062866,15.78,0.6,15.44,0.17,0.007024833324,98.62989083,0.001
51.83,0.25,1.61,12.533988,15.83,0.59,15.67,0.18,0.0008113849804,98.49479938,0.001
52.22,0.26,1.52,12.561984,15.16,0.52,17.1,0.16,0.009403746045,99.51138775,0.001
52.05,0.26,1.57,12.517996,14.58,0.52,17.61,0.19,0.006725696677,99.3047217,0.001
51.98,0.26,1.54,12.82994,15.66,0.57,16.02,0.17,0.005553760481,99.03549376,0.001
52.09,0.33,2.04,12.58,14.41,0.52,17.32,0.21,0.007754074633,99.50775407,0.001
52.07,0.22,1.46,12.931924,15.45,0.54,16.38,0.17,0.001955572028,99.22387957,0.001
52,0.29,2.03,12.6,14.38,0.46,17.6,0.19,0.00549996391,99.55549996,0.001
51.32,0.27,1.97,13.202866,15.96,0.6,14.96,0.17,0.009953395617,98.4628194,0.001
51.52,0.28,1.72,13.475812,14.8,0.51,16.72,0.2,0.007301527998,99.23311353,0.001
52.12,0.29,1.74,12.720982,15.71,0.51,16.07,0.18,0.000236602573,99.3412186,0.001
51.77,0.22,1.5,12.747976,14.27,0.49,17.62,0.21,0.0008308445357,98.82880684,0.001
52.25,0.26,1.64,12.66,14,0.38,18.03,0.21,0.005459041276,99.43545904,0.001
51.11,0.26,1.91,13.813748,15.51,0.52,15.48,0.15,0.003425530887,98.75717353,0.001
51.97,0.28,1.71,12.99994,15.6,0.56,16.08,0.15,0.004382516681,99.35432252,0.001
51.23,0.24,1.6,13.026934,14.6,0.44,16.77,0.17,0.00367157238,98.08060557,0.001
51.37,0.3,1.94,13.198898,15.89,0.59,15,0.17,0.0001626191901,98.45906062,0.001
51.47,0.26,1.61,13.306874,15.43,0.52,15.78,0.17,0.002003853691,98.54887785,0.001
51.06,0.24,1.54,13.516834,14.56,0.48,16.48,0.2,0.009292886984,98.08612689,0.001
52.02,0.23,1.53,13.435872,16.17,0.57,15.08,0.18,0.003460955418,99.21933296,0.001
51.3,0.27,1.7,13.251924,16.1,0.6,14.51,0.17,0.00723911457,97.90916311,0.001
51.75,0.23,1.68,13.441884,14.57,0.49,16.98,0.2,0.005842354953,99.34772635,0.001
52.04,0.22,1.55,13.05497,15.25,0.49,16.41,0.18,0.003536199002,99.1985062,0.001
52.19,0.23,1.56,12.94,14.42,0.44,17.01,0.19,0.008128523481,98.98812852,0.001
51.78,0.24,1.5,13.00499,14.19,0.48,17.53,0.2,0.004767731149,98.92975773,0.001
52.66,0.19,1.51,13.09998,16.98,0.56,14.46,0.17,0.002093061942,99.63207306,0.001
52.24,0.27,1.74,13.05,15.18,0.56,16.37,0.16,0.004604872768,99.57460487,0.001
52.01,0.25,1.53,13.103988,14.74,0.53,16.93,0.19,0.003903626746,99.28789163,0.001
51.6,0.23,1.47,13.391924,15.13,0.63,15.97,0.17,0.002318861273,98.59424286,0.001
50.72,0.4,2.21,13.772846,15.37,0.6,14.99,0.16,0.005920801906,98.2287668,0.001
52.61,0.17,1.04,13.288958,16.04,0.52,15.62,0.18,0.002503633356,99.47146163,0.001
52.23,0.27,1.65,13.13,14.82,0.56,16.49,0.18,0.0007392724627,99.33073927,0.001
52.01,0.25,1.64,13.157996,14.73,0.47,16.87,0.2,0.0008783332355,99.32887433,0.001
51.94,0.26,1.45,13.21,14.79,0.54,16.49,0.19,0.001679488181,98.87167949,0.001
52.22,0.3,2.02,13.22,15.18,0.48,16.51,0.16,0.005225264876,100.0952253,0.001
52.45,0.19,1.11,13.330982,15.69,0.55,15.85,0.17,0.006941282285,99.34792328,0.001
51.56,0.26,1.49,13.493948,15.08,0.58,15.99,0.14,0.007477505998,98.60142551,0.001
51.18,0.32,2.09,13.475972,15.26,0.58,15.23,0.18,0.001952378432,98.31792438,0.001
52.56,0.25,1.62,13.36,14.76,0.43,17.19,0.16,0.0056213026,100.3356213,0.001
52.13,0.24,1.53,13.55996,14.73,0.51,16.76,0.19,0.009448168397,99.65940817,0.001
52.88,0.21,1.06,13.39,15.46,0.54,16.2,0.16,0.002170246061,99.90217025,0.001
52.07,0.25,1.5,13.41,16.31,0.56,14.62,0.14,0.00748052321,98.86748052,0.001
52.6,0.22,1.42,13.657956,17.95,0.58,12.77,0.15,0.008371261462,99.35632726,0.001
52.06,0.27,1.62,13.677956,15.93,0.57,15.05,0.16,0.005553027662,99.34350903,0.001
52.28,0.23,1.59,13.5,14.59,0.47,16.78,0.18,0.008010934726,99.62801093,0.001
51.58,0.35,2.3,13.51,16.13,0.6,13.88,0.14,0.008302294252,98.49830229,0.001
51.98,0.24,1.47,13.52,14.89,0.56,16.22,0.2,0.00488609485,99.08488609,0.001
52.74,0.19,1,13.52,16.2,0.54,15.26,0.14,0.008775592418,99.59877559,0.001
51.16,0.24,1.59,13.74996,15.49,0.53,14.77,0.16,0.004455774834,97.69441577,0.001
51.5,0.25,1.6,13.58,14.68,0.46,16.18,0.18,0.005236932756,98.43523693,0.001
51.62,0.32,2.18,13.61,16.37,0.6,13.61,0.15,0.007965028993,98.46796503,0.001
51.61,0.23,1.46,13.79996,15.29,0.58,15.33,0.17,0.0001603167929,98.47012032,0.001
52.61,0.27,1.7,14.047936,15.3,0.51,16.24,0.17,0.002118168917,100.8500542,0.001
51.95,0.23,1.47,14.258898,16.57,0.66,13.72,0.16,0.008168399386,99.0270664,0.001
51.53,0.24,1.61,13.980962,14.97,0.54,15.58,0.18,0.0013360122,98.63229801,0.001
51.43,0.26,1.7,14.22491,15.06,0.51,15.28,0.21,0.006680443212,98.68159044,0.001
51.48,0.22,1.58,14.278898,16.42,0.58,13.6,0.14,0.008526961009,98.30742496,0.001
52.6,0.19,1.18,13.87,14.88,0.47,16.05,0.19,0.007759096884,99.4377591,0.001
51.93,0.24,1.41,14.645832,16.84,0.58,13.33,0.16,0.004356317296,99.14018832,0.001
52.35,0.24,1.63,14.03,15.14,0.5,15.59,0.18,0.002101893697,99.66210189,0.001
52.2,0.25,1.43,14.04,16.32,0.58,14.14,0.15,0.003653497272,99.1136535,0.001
52.37,0.2,1.22,14.06,15.52,0.62,15.09,0.14,0.009346640678,99.22934664,0.001
51.76,0.26,1.75,14.09,14.35,0.51,16.27,0.2,0.003807044353,99.19380704,0.001
51.7,0.26,1.55,14.431924,14.91,0.51,15.72,0.16,0.007220725429,99.24914473,0.001
52.16,0.28,1.72,14.450962,15.65,0.53,15.04,0.14,0.005415218695,99.97637722,0.001
52.44,0.21,1.51,14.28,16.96,0.53,13.44,0.13,0.0005875831367,99.50058758,0.001
51.68,0.24,1.69,14.37,14.77,0.51,15.55,0.15,0.00955175522,98.96955176,0.001
52.52,0.23,1.53,14.48,15.08,0.54,15.71,0.18,0.009760015408,100.27976,0.001
52.56,0.25,1.49,14.52,15.51,0.52,14.94,0.17,0.007797195499,99.9677972,0.001
53.02,0.17,1,14.62,16.85,0.62,13.46,0.12,0.003016199326,99.8630162,0.001
51.56,0.22,1.5,14.69,15.04,0.53,14.86,0.16,0.008378634502,98.56837863,0.001
52.62,0.23,1.48,14.71,15.87,0.55,14.55,0.17,0.001673120461,100.1816731,0.001
51.83,0.22,1.44,15.018938,16.93,0.56,12.48,0.15,0.002320238254,98.63125824,0.001
52.08,0.23,1.56,14.84998,15.51,0.54,14.67,0.16,0.003124586006,99.60310459,0.001
51.57,0.28,1.85,14.84,16.24,0.56,13.12,0.15,0.001524123109,98.61152412,0.001
51.99,0.26,1.79,14.84,16.93,0.55,12.44,0.15,0.001452994275,98.95145299,0.001
52.91,0.17,0.93,14.89,17.02,0.6,13.23,0.13,0.0004666417701,99.88046664,0.001
52.64,0.24,1.61,14.91,16.68,0.57,13.16,0.17,0.00775772907,99.98775773,0.001
52.56,0.21,1.57,14.97,16.88,0.61,12.8,0.16,0.005421682339,99.76542168,0.001
51.88,0.22,1.49,15.02,16.91,0.56,12.2,0.12,0.007541702397,98.4075417,0.001
51.43,0.2,1.32,15.376954,15.68,0.58,13.46,0.16,0.003261671448,98.21021567,0.001
51.6,0.25,1.64,15.631904,16.95,0.55,11.93,0.14,0.006310613729,98.69821461,0.001
52.03,0.22,1.41,15.24,15.8,0.59,13.88,0.12,0.0002502467204,99.29025025,0.001
52.09,0.25,1.61,15.52495,16.36,0.61,12.95,0.18,0.001368486543,99.57631849,0.001
51.51,0.19,1.32,15.972866,16.24,0.55,12.49,0.19,0.006332041074,98.46919804,0.001
52.47,0.2,1.32,15.4,16.1,0.57,13.58,0.15,0.006027208395,99.79602721,0.001
52.68,0.19,1.06,15.66,16.17,0.59,13.25,0.14,0.006917916719,99.74691792,0.001
52.01,0.2,1.28,16.336934,17.87,0.58,10.4,0.12,0.00378001309,98.80071401,0.001
52.02,0.19,1.44,16.21,16.44,0.6,12.23,0.12,0.007801027899,99.25780103,0.001
54.09,0.2,1.58,4.45,18.3,0.12,21.07,0.26,0.7,100.77,4.9
53.74,0.24,1.82,4.59,17.69,0.11,21.4,0.27,0.67,100.53,4.8
54.04,0.29,1.85,5.46,17.84,0.13,20.09,0.3,0.51,100.51,4.9
51.56,0.41,4.96,2.68,16.21,0.002103451083,23.26,0.16,0.75,99.99210345,2.5
51.19,0.41,4.64,2.76,15.77,0.0009632438415,24.06,0.19,0.95,99.97096324,0
